description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
3 rune 06 -> rune 07	1			100					2	"key,qty=1"	"r06,qty=3"						useitem			100																										r07																																																										0
3 rune 07 -> rune 08	1			100					2	"key,qty=1"	"r07,qty=3"						useitem			100																										r08																																																										0
3 rune 08 -> rune 09	1			100					2	"key,qty=1"	"r08,qty=3"						useitem			100																										r09																																																										0
3 rune 09 -> rune 10	1			100					2	"key,qty=1"	"r09,qty=3"						useitem			100																										r10																																																										0
3 rune 01 -> rune 02	1			100					2	"key,qty=1"	"r01s,qty=3"						useitem			100																										r02s																																																										0
3 rune 02 -> rune 03	1			100					2	"key,qty=1"	"r02s,qty=3"						useitem			100																										r03s																																																										0
3 rune 03 -> rune 04	1			100					2	"key,qty=1"	"r03s,qty=3"						useitem			100																										r04s																																																										0
3 rune 04 -> rune 05	1			100					2	"key,qty=1"	"r04s,qty=3"						useitem			100																										r05s																																																										0
3 rune 05 -> rune 06	1			100					2	"key,qty=1"	"r05s,qty=3"						useitem			100																										r06s																																																										0
3 rune 06 -> rune 07	1			100					2	"key,qty=1"	"r06s,qty=3"						useitem			100																										r07s																																																										0
3 rune 07 -> rune 08	1			100					2	"key,qty=1"	"r07s,qty=3"						useitem			100																										r08s																																																										0
3 rune 08 -> rune 09	1			100					2	"key,qty=1"	"r08s,qty=3"						useitem			100																										r09s																																																										0
3 rune 09 -> rune 10	1			100					2	"key,qty=1"	"r09s,qty=3"						useitem			100																										r10s																																																										0
3 rune 10 + 1 chipped amethyst -> rune 11	1			100					2	"key,qty=1"	"r10,qty=3"						useitem			100																										r11																																																										0
3 rune 11 + 1 chipped amethyst -> rune 12	1			100					2	"key,qty=1"	"r11,qty=3"						useitem			100																										r12																																																										0
3 rune 12 + 1 chipped sapphire -> rune 13	1			100					2	"key,qty=1"	"r12,qty=3"						useitem			100																										r13																																																										0
3 rune 13 + 1 chipped ruby -> rune 14	1			100					2	"key,qty=1"	"r13,qty=3"						useitem			100																										r14																																																										0
3 rune 14 + 1 chipped emerald -> rune 15	1			100					2	"key,qty=1"	"r14,qty=3"						useitem			100																										r15																																																										0
3 rune 15 + 1 chipped diamond -> rune 16	1			100					2	"key,qty=1"	"r15,qty=3"						useitem			100																										r16																																																										0
3 rune 16 + 1 flawed topaz -> rune 17	1			100					2	"key,qty=1"	"r16,qty=3"						useitem			100																										r17																																																										0
3 rune 17 + 1 flawed amethyst -> rune 18	1			100					2	"key,qty=1"	"r17,qty=3"						useitem			100																										r18																																																										0
3 rune 18 + 1 flawed sapphire -> rune 19	1			100					2	"key,qty=1"	"r18,qty=3"						useitem			100																										r19																																																										0
3 rune 19 + 1 flawed ruby -> rune 20	1			100					2	"key,qty=1"	"r19,qty=3"						useitem			100																										r20																																																										0
3 rune 20 + 1 flawed emerald -> rune 21	1			100					2	"key,qty=1"	"r20,qty=3"						useitem			100																										r21																																																										0
2 rune 21 + 1 flawed diamond -> rune 22	1			100					2	"key,qty=1"	"r21,qty=2"						useitem			100																										r22																																																										0
2 rune 22 + 1 standard topaz -> rune 23	1			100					2	"key,qty=1"	"r22,qty=2"						useitem			100																										r23																																																										0
2 rune 23 + 1 standard amethyst -> rune 24	1			100					2	"key,qty=1"	"r23,qty=2"						useitem			100																										r24																																																										0
2 rune 24 + 1 standard sapphire -> rune 25	1			100					2	"key,qty=1"	"r24,qty=2"						useitem			100																										r25																																																										0
2 rune 25 + 1 standard ruby -> rune 26	1			100					2	"key,qty=1"	"r25,qty=2"						useitem			100																										r26																																																										0
2 rune 26 + 1 standard emerald -> rune 27	1			100					2	"key,qty=1"	"r26,qty=2"						useitem			100																										r27																																																										0
2 rune 27 + 1 standard diamond -> rune 28	1			100					2	"key,qty=1"	"r27,qty=2"						useitem			100																										r28																																																										0
2 rune 28 + 1 flawless topaz -> rune 29	1			100					2	"key,qty=1"	"r28,qty=2"						useitem			100																										r29																																																										0
2 rune 29 + 1 flawless amethyst -> rune 30	1			100					2	"key,qty=1"	"r29,qty=2"						useitem			100																										r30																																																										0
2 rune 30 + 1 flawless sapphire -> rune 31	1			100					2	"key,qty=1"	"r30,qty=2"						useitem			100																										r31																																																										0
2 rune 31 + 1 flawless ruby -> rune 32	1			100					2	"key,qty=1"	"r31,qty=2"						useitem			100																										r32																																																										0
2 rune 32 + 1 flawless emerald -> rune 33	1			100					2	"key,qty=1"	"r32,qty=2"						useitem			100																										r33																																																										0
3 rune 10 + 1 chipped topaz -> rune 11	1			100					2	"key,qty=1"	"r10s,qty=3"						useitem			100																										r11s																																																										0
3 rune 11 + 1 chipped amethyst -> rune 12	1			100					2	"key,qty=1"	"r11s,qty=3"						useitem			100																										r12s																																																										0
3 rune 12 + 1 chipped sapphire -> rune 13	1			100					2	"key,qty=1"	"r12s,qty=3"						useitem			100																										r13s																																																										0
3 rune 13 + 1 chipped ruby -> rune 14	1			100					2	"key,qty=1"	"r13s,qty=3"						useitem			100																										r14s																																																										0
3 rune 14 + 1 chipped emerald -> rune 15	1			100					2	"key,qty=1"	"r14s,qty=3"						useitem			100																										r15s																																																										0
3 rune 15 + 1 chipped diamond -> rune 16	1			100					2	"key,qty=1"	"r15s,qty=3"						useitem			100																										r16s																																																										0
3 rune 16 + 1 flawed topaz -> rune 17	1			100					2	"key,qty=1"	"r16s,qty=3"						useitem			100																										r17s																																																										0
